"plate_id","batch","temperature","day","isolate","biorep","media","time","average_wrangled_conc","log_average_wrangled_conc"
"B4_6_15_S12-0184_1_BHIrif_-1_36_2","B4","6",15,"S12-0184","1","BHIrif","36",330,2.51851393987789
"B4_6_15_S12-0184_1_BHI_-5_36_1","B4","6",15,"S12-0184","1","BHI","36",372495520,8.57112105386021
"B4_6_15_S12-0180_1_BHI_-5_36_1","B4","6",15,"S12-0180","1","BHI","36",160853136,8.20642953234535
"B4_6_18_S12-0166_1_BHI_-5_24_1","B4","6",18,"S12-0166","1","BHI","24",22595000,7.35401234566722
"B4_6_18_S12-0184_1_BHI_-3_24_1","B4","6",18,"S12-0184","1","BHI","24",49131520,7.69136020027162
"B4_6_18_S12-0180_1_BHI_-3_24_1","B4","6",18,"S12-0180","1","BHI","24",15784272,7.19822455622039
"B4_6_18_S12-0166_1_BHIrif_-5_36_1","B4","6",18,"S12-0166","1","BHIrif","36",27114000,7.43319359171485
"B4_6_18_S12-0166_1_BHI_-5_36_1","B4","6",18,"S12-0166","1","BHI","36",24854500,7.39540503082545
"B4_6_18_S12-0180_1_BHIrif_-1_36_2","B4","6",18,"S12-0180","1","BHIrif","36",11760,4.07040732174012
"B4_6_18_S12-0180_1_BHI_-5_36_1","B4","6",18,"S12-0180","1","BHI","36",28237440,7.45082532112376
"B4_6_18_S12-0184_1_BHIrif_-1_36_1","B4","6",18,"S12-0184","1","BHIrif","36",9840,3.99299509843134
"B4_6_18_S12-0184_1_BHI_-5_36_1","B4","6",18,"S12-0184","1","BHI","36",13905840,7.14319722810462
"B4_6_21_S12-0166_1_BHI_-6_24_1","B4","6",21,"S12-0166","1","BHI","24",1800032256,9.25528028759069
"B4_6_21_S12-0184_1_BHI_-6_24_1","B4","6",21,"S12-0184","1","BHI","24",492120864,8.69207177781195
"B4_6_21_S12-0180_1_BHI_-4_24_1","B4","6",21,"S12-0180","1","BHI","24",111496560,8.04726146831634
"B4_6_21_S12-0166_1_BHIrif_-3_36_1","B4","6",21,"S12-0166","1","BHIrif","36",105224028,8.02211492267203
"B4_6_21_S12-0184_1_BHIrif_-1_36_2","B4","6",21,"S12-0184","1","BHIrif","36",401397.5,5.60357466326959
"B4_6_21_S12-0180_1_BHI_-4_36_1","B4","6",21,"S12-0180","1","BHI","36",125011296,8.0969492575586
"B4_6_21_S12-0180_1_BHIrif_-1_36_2","B4","6",21,"S12-0180","1","BHIrif","36",2200,3.34242268082221
"B4_6_21_S12-0166_1_BHI_-6_36_1","B4","6",21,"S12-0166","1","BHI","36",1708891520,9.23271449469224
"B4_6_21_S12-0184_1_BHI_-6_36_1","B4","6",21,"S12-0184","1","BHI","36",556310528,8.74531727890369
"B4_6_24_S12-0166_1_BHI_-6_24_1","B4","6",24,"S12-0166","1","BHI","24",1200243968,9.07926953203683
"B4_6_24_S12-0184_1_BHI_-6_24_1","B4","6",24,"S12-0184","1","BHI","24",9.68e+08,8.98587535730839
"B4_6_24_S12-0180_1_BHI_-6_24_1","B4","6",24,"S12-0180","1","BHI","24",1809809280,9.25763281077652
"B4_6_24_S12-0166_1_BHIrif_-5_36_1","B4","6",24,"S12-0166","1","BHIrif","36",237647520,8.37593328652081
"B4_6_24_S12-0180_1_BHIrif_-3_36_2","B4","6",24,"S12-0180","1","BHIrif","36",1458120,6.16379326691288
"B4_6_24_S12-0166_1_BHI_-6_36_1","B4","6",24,"S12-0166","1","BHI","36",1512307456,9.179640093328
"B4_6_24_S12-0184_1_BHIrif_-1_36_1","B4","6",24,"S12-0184","1","BHIrif","36",451785.71875,5.65493249846106
"B4_6_24_S12-0180_1_BHI_-6_36_1","B4","6",24,"S12-0180","1","BHI","36",1809809280,9.25763281077652
"B4_6_24_S12-0184_1_BHI_-6_36_1","B4","6",24,"S12-0184","1","BHI","36",1.056e+09,9.02366391819779
"B4_6_27_S12-0166_1_BHI_-6_24_1","B4","6",27,"S12-0166","1","BHI","24",4207713280,9.62404613866558
"B4_6_27_S12-0184_1_BHI_-6_24_1","B4","6",27,"S12-0184","1","BHI","24",1030346560,9.01298332546316
"B4_6_27_S12-0180_1_BHI_-6_24_1","B4","6",27,"S12-0180","1","BHI","24",7085131776,9.85034793207924
"B4_6_27_S12-0166_1_BHIrif_-5_36_1","B4","6",27,"S12-0166","1","BHIrif","36",576105888,8.76050231388794
"B4_6_27_S12-0166_1_BHI_-6_36_1","B4","6",27,"S12-0166","1","BHI","36",3780191232,9.57751377044612
"B4_6_27_S12-0184_1_BHI_-6_36_1","B4","6",27,"S12-0184","1","BHI","36",2481242624,9.39466923308014
"B4_6_27_S12-0184_1_BHIrif_-2_36_2","B4","6",27,"S12-0184","1","BHIrif","36",603100.25,5.78038950849682
"B4_6_27_S12-0180_1_BHI_-6_36_1","B4","6",27,"S12-0180","1","BHI","36",6908884480,9.8394079311239
"B4_6_27_S12-0180_1_BHIrif_-3_36_2","B4","6",27,"S12-0180","1","BHIrif","36",1195950,6.07771302314904
"B4_6_30_S12-0166_1_BHI_-6_24_1","B4","6",30,"S12-0166","1","BHI","24",432629248,8.6361158766741
"B4_6_30_S12-0180_1_BHI_-6_24_1","B4","6",30,"S12-0180","1","BHI","24",730337664,8.86352369807481
"B4_6_30_S12-0184_1_BHI_-6_24_1","B4","6",30,"S12-0184","1","BHI","24",1731584128,9.23844359634093
"B4_6_30_S12-0166_1_BHIrif_-5_36_1","B4","6",30,"S12-0166","1","BHIrif","36",31878000,7.50349106629338
"B4_6_30_S12-0180_1_BHI_-6_36_1","B4","6",30,"S12-0180","1","BHI","36",880848960,8.94490144591249
"B4_6_30_S12-0180_1_BHIrif_-1_36_2","B4","6",30,"S12-0180","1","BHIrif","36",3740,3.57287160220048
"B4_6_30_S12-0166_1_BHI_-6_36_1","B4","6",30,"S12-0166","1","BHI","36",478169152,8.67958155515845
"B4_6_30_S12-0184_1_BHI_-6_36_1","B4","6",30,"S12-0184","1","BHI","36",2238389248,9.34993561103916
"B4_6_30_S12-0184_1_BHIrif_-1_36_2","B4","6",30,"S12-0184","1","BHIrif","36",330,2.51851393987789
"B5_6_0_S12-0166_2_BHI_-3_24_1","B5","6",0,"S12-0166","2","BHI","24",1785960,6.25187172780347
"B5_6_0_S12-0184_2_BHI_-1_24_1","B5","6",0,"S12-0184","2","BHI","24",20160,4.30449052777349
"B5_6_0_S12-0180_2_BHI_-1_24_1","B5","6",0,"S12-0180","2","BHI","24",29040,4.46299661202806
"B5_6_0_S12-0166_2_BHIrif_-1_36_1","B5","6",0,"S12-0166","2","BHIrif","36",8690,3.93901977644867
"B5_6_0_S12-0166_2_BHI_-3_36_1","B5","6",0,"S12-0166","2","BHI","36",1916640,6.28254054756992
"B5_6_0_S12-0180_2_BHIrif_-1_36_1","B5","6",0,"S12-0180","2","BHIrif","36",4180,3.62117628177504
"B5_6_0_S12-0180_2_BHI_-1_36_1","B5","6",0,"S12-0180","2","BHI","36",30360,4.48230176722344
"B5_6_0_S12-0184_2_BHIrif_-1_36_1","B5","6",0,"S12-0184","2","BHIrif","36",540,2.73239375982297
"B5_6_0_S12-0184_2_BHI_-1_36_1","B5","6",0,"S12-0184","2","BHI","36",19440,4.28869626059026
"B5_6_1_S12-0166_2_BHI_-1_24_1","B5","6",1,"S12-0166","2","BHI","24",91355.59375,4.96073514457725
"B5_6_1_S12-0184_2_BHI_-3_24_1","B5","6",1,"S12-0184","2","BHI","24",200800,5.30276370847298
"B5_6_1_S12-0180_2_BHI_-1_24_1","B5","6",1,"S12-0180","2","BHI","24",117878.1875,5.07143344949889
"B5_6_1_S12-0166_2_BHIrif_-1_36_1","B5","6",1,"S12-0166","2","BHIrif","36",13200,4.12057393120585
"B5_6_1_S12-0166_2_BHI_-1_36_1","B5","6",1,"S12-0166","2","BHI","36",86935.16406,4.93919547803943
"B5_6_1_S12-0180_2_BHI_-1_36_1","B5","6",1,"S12-0180","2","BHI","36",112475.4375,5.0510576911327
"B5_6_1_S12-0180_2_BHIrif_-1_36_2","B5","6",1,"S12-0180","2","BHIrif","36",5239.2019045,3.71926513529097
"B5_6_1_S12-0184_2_BHI_-3_36_1","B5","6",1,"S12-0184","2","BHI","36",240960,5.38194495452061
"B5_6_1_S12-0184_2_BHIrif_-1_36_2","B5","6",1,"S12-0184","2","BHIrif","36",1000,3
"B5_6_2_S12-0166_2_BHI_-1_24_1","B5","6",2,"S12-0166","2","BHI","24",377484.4688,5.57689908774477
"B5_6_2_S12-0180_2_BHI_-1_24_1","B5","6",2,"S12-0180","2","BHI","24",95284.86719,4.97902393298114
"B5_6_2_S12-0184_2_BHI_-1_24_1","B5","6",2,"S12-0184","2","BHI","24",319875.7813,5.50498135966543
"B5_6_2_S12-0166_2_BHIrif_-1_36_1","B5","6",2,"S12-0166","2","BHIrif","36",6820,3.83378437465648
"B5_6_2_S12-0180_2_BHIrif_-1_36_2","B5","6",2,"S12-0180","2","BHIrif","36",2300,3.36172783601759
"B5_6_2_S12-0166_2_BHI_-1_36_1","B5","6",2,"S12-0166","2","BHI","36",341614.9063,5.53353681278568
"B5_6_2_S12-0184_2_BHIrif_-1_36_2","B5","6",2,"S12-0184","2","BHIrif","36",0,1.69897000433602
"B5_6_2_S12-0180_2_BHI_-1_36_1","B5","6",2,"S12-0180","2","BHI","36",96758.34375,4.98568842576682
"B5_6_2_S12-0184_2_BHI_-1_36_1","B5","6",2,"S12-0184","2","BHI","36",346273.2813,5.53941898236193
"B5_6_3_S12-0166_2_BHI_-1_24_1","B5","6",3,"S12-0166","2","BHI","24",187582.7813,5.27319297087888
"B5_6_3_S12-0180_2_BHI_-3_24_1","B5","6",3,"S12-0180","2","BHI","24",22149504,7.34536400539092
"B5_6_3_S12-0184_2_BHI_-3_24_1","B5","6",3,"S12-0184","2","BHI","24",19772268,7.29605648840276
"B5_6_3_S12-0166_2_BHIrif_-1_36_1","B5","6",3,"S12-0166","2","BHIrif","36",28930,4.46134843364798
"B5_6_3_S12-0166_2_BHI_-1_36_1","B5","6",3,"S12-0166","2","BHI","36",173923.8438,5.24035912496372
"B5_6_3_S12-0180_2_BHIrif_-1_36_2","B5","6",3,"S12-0180","2","BHIrif","36",3300,3.51851393987789
"B5_6_3_S12-0180_2_BHI_-3_36_1","B5","6",3,"S12-0180","2","BHI","36",19413908,7.28811296722758
"B5_6_3_S12-0184_2_BHIrif_-1_36_2","B5","6",3,"S12-0184","2","BHIrif","36",0,1.69897000433602
"B5_6_3_S12-0184_2_BHI_-3_36_1","B5","6",3,"S12-0184","2","BHI","36",18731622,7.27257538523162
"B5_6_4_S12-0166_2_BHI_-3_24_1","B5","6",4,"S12-0166","2","BHI","24",188460,5.27521918678215
"B5_6_4_S12-0180_2_BHI_-3_24_1","B5","6",4,"S12-0180","2","BHI","24",1850720,6.26734071823792
"B5_6_4_S12-0184_2_BHI_-3_24_1","B5","6",4,"S12-0184","2","BHI","24",18109768,7.25791288670472
"B5_6_4_S12-0166_2_BHIrif_-1_36_1","B5","6",4,"S12-0166","2","BHIrif","36",68688.11914,4.83688162442269
"B5_6_4_S12-0180_2_BHIrif_-1_36_2","B5","6",4,"S12-0180","2","BHIrif","36",0,1.74036268949424
"B5_6_4_S12-0166_2_BHI_-3_36_1","B5","6",4,"S12-0166","2","BHI","36",230340,5.36236936250105
"B5_6_4_S12-0180_2_BHI_-3_36_1","B5","6",4,"S12-0180","2","BHI","36",1893760,6.27732493914452
"B5_6_4_S12-0184_2_BHIrif_-1_36_1","B5","6",4,"S12-0184","2","BHIrif","36",18480,4.26670196688409
"B5_6_4_S12-0184_2_BHI_-3_36_1","B5","6",4,"S12-0184","2","BHI","36",16316722,7.21263291420319
"B5_6_6_S12-0166_2_BHI_-4_24_1","B5","6",6,"S12-0166","2","BHI","24",488149984,8.68855327941224
"B5_6_6_S12-0184_2_BHI_-4_24_1","B5","6",6,"S12-0184","2","BHI","24",52324412,7.71870435661722
"B5_6_6_S12-0180_2_BHI_-2_24_1","B5","6",6,"S12-0180","2","BHI","24",995776,5.99816165478422
"B5_6_6_S12-0166_2_BHIrif_-3_36_1","B5","6",6,"S12-0166","2","BHIrif","36",3331670,6.52266197824599
"B5_6_6_S12-0184_2_BHIrif_-1_36_1","B5","6",6,"S12-0184","2","BHIrif","36",5200,3.7160033436348
"B5_6_6_S12-0180_2_BHI_-2_36_1","B5","6",6,"S12-0180","2","BHI","36",785798.25,5.89531105728797
"B5_6_6_S12-0180_2_BHIrif_-1_36_2","B5","6",6,"S12-0180","2","BHIrif","36",2090,3.32014628611105
"B5_6_6_S12-0166_2_BHI_-4_36_1","B5","6",6,"S12-0166","2","BHI","36",481619552,8.68270410938214
"B5_6_6_S12-0184_2_BHI_-4_36_1","B5","6",6,"S12-0184","2","BHI","36",51682396,7.71334263938056
"B5_6_9_S12-0166_2_BHI_-5_24_1","B5","6",9,"S12-0166","2","BHI","24",432661984,8.63614873743506
"B5_6_9_S12-0184_2_BHI_-3_24_1","B5","6",9,"S12-0184","2","BHI","24",13076621,7.11649553675303
"B5_6_9_S12-0180_2_BHI_-3_24_1","B5","6",9,"S12-0180","2","BHI","24",3378960,6.52878305064376
"B5_6_9_S12-0166_2_BHIrif_-4_36_1","B5","6",9,"S12-0166","2","BHIrif","36",50874514,7.70650027347404
"B5_6_9_S12-0184_2_BHI_-3_36_1","B5","6",9,"S12-0184","2","BHI","36",12221611,7.08712845650359
"B5_6_9_S12-0184_2_BHIrif_-1_36_2","B5","6",9,"S12-0184","2","BHIrif","36",36400,4.56110138364906
"B5_6_9_S12-0180_2_BHI_-3_36_1","B5","6",9,"S12-0180","2","BHI","36",3140700,6.49702645452428
"B5_6_9_S12-0180_2_BHIrif_-1_36_2","B5","6",9,"S12-0180","2","BHIrif","36",110,2.04139268515822
"B5_6_9_S12-0166_2_BHI_-5_36_1","B5","6",9,"S12-0166","2","BHI","36",385772544,8.58633131502998
"B5_6_12_S12-0166_2_BHI_-3_24_1","B5","6",12,"S12-0166","2","BHI","24",20719372,7.31637658789424
"B5_6_12_S12-0184_2_BHI_-3_24_1","B5","6",12,"S12-0184","2","BHI","24",39794720,7.59982545330531
"B5_6_12_S12-0180_2_BHI_-5_24_1","B5","6",12,"S12-0180","2","BHI","24",428681888,8.63213513476367
"B5_6_12_S12-0166_2_BHIrif_-4_36_1","B5","6",12,"S12-0166","2","BHIrif","36",387240,5.58798021145153
"B5_6_12_S12-0180_2_BHIrif_-1_36_2","B5","6",12,"S12-0180","2","BHIrif","36",9240,3.96567197122011
"B5_6_12_S12-0166_2_BHI_-3_36_1","B5","6",12,"S12-0166","2","BHI","36",20293046,7.30734723982318
"B5_6_12_S12-0184_2_BHI_-5_36_1","B5","6",12,"S12-0184","2","BHI","36",21189800,7.32612685764018
"B5_6_12_S12-0184_2_BHIrif_-1_36_2","B5","6",12,"S12-0184","2","BHIrif","36",3080,3.48855071650044
"B5_6_12_S12-0180_2_BHI_-5_36_1","B5","6",12,"S12-0180","2","BHI","36",411361408,8.61422354579622
"B5_6_15_S12-0166_2_BHI_-4_24_1","B5","6",15,"S12-0166","2","BHI","24",103692728,8.01574830026356
"B5_6_15_S12-0180_2_BHI_-4_24_1","B5","6",15,"S12-0180","2","BHI","24",149681632,8.17516850969192
"B5_6_15_S12-0184_2_BHI_-4_24_1","B5","6",15,"S12-0184","2","BHI","24",393133216,8.59453973910395
"B5_6_15_S12-0166_2_BHIrif_-3_36_1","B5","6",15,"S12-0166","2","BHIrif","36",1189320,6.07529872218491
"B5_6_15_S12-0166_2_BHI_-4_36_1","B5","6",15,"S12-0166","2","BHI","36",100255400,8.00110777408067
"B5_6_15_S12-0180_2_BHIrif_-1_36_2","B5","6",15,"S12-0180","2","BHIrif","36",110,2.04139268515822
"B5_6_15_S12-0180_2_BHI_-4_36_1","B5","6",15,"S12-0180","2","BHI","36",151432288,8.18021848418126
"B5_6_15_S12-0184_2_BHIrif_-1_36_1","B5","6",15,"S12-0184","2","BHIrif","36",550,2.74036268949424
"B5_6_15_S12-0184_2_BHI_-4_36_1","B5","6",15,"S12-0184","2","BHI","36",352638816,8.54733011467571
"B5_6_18_S12-0166_2_BHI_-6_24_1","B5","6",18,"S12-0166","2","BHI","24",477260512,8.67875550281388
"B5_6_18_S12-0184_2_BHI_-6_24_1","B5","6",18,"S12-0184","2","BHI","24",1789441536,9.25271751384233
"B5_6_18_S12-0180_2_BHI_-6_24_1","B5","6",18,"S12-0180","2","BHI","24",504980160,8.70327431560028
"B5_6_18_S12-0166_2_BHIrif_-4_36_1","B5","6",18,"S12-0166","2","BHIrif","36",107084820,8.02972791100473
"B5_6_18_S12-0166_2_BHI_-6_36_1","B5","6",18,"S12-0166","2","BHI","36",455566880,8.65855214307149
"B5_6_18_S12-0180_2_BHIrif_-1_36_2","B5","6",18,"S12-0180","2","BHIrif","36",1430,3.15533603746506
"B5_6_18_S12-0180_2_BHI_-6_36_1","B5","6",18,"S12-0180","2","BHI","36",504980160,8.70327431560028
"B5_6_18_S12-0184_2_BHIrif_-3_36_1","B5","6",18,"S12-0184","2","BHIrif","36",6072150.75,6.7833425450153
"B5_6_18_S12-0184_2_BHI_-6_36_1","B5","6",18,"S12-0184","2","BHI","36",1834743936,9.26357546099023
"B5_6_21_S12-0166_2_BHI_-6_24_1","B5","6",21,"S12-0166","2","BHI","24",501781440,8.70051459349781
"B5_6_21_S12-0184_2_BHI_-6_24_1","B5","6",21,"S12-0184","2","BHI","24",2928424192,9.4666339859456
"B5_6_21_S12-0180_2_BHI_-6_24_1","B5","6",21,"S12-0180","2","BHI","24",890286080,8.94952958305103
"B5_6_21_S12-0166_2_BHIrif_-3_36_1","B5","6",21,"S12-0166","2","BHIrif","36",5859553,6.76786448683074
"B5_6_21_S12-0180_2_BHIrif_-1_36_2","B5","6",21,"S12-0180","2","BHIrif","36",25680,4.40959501939682
"B5_6_21_S12-0166_2_BHI_-6_36_1","B5","6",21,"S12-0166","2","BHI","36",522688992,8.71824335381116
"B5_6_21_S12-0180_2_BHI_-6_36_1","B5","6",21,"S12-0180","2","BHI","36",1030857536,9.01319865014854
"B5_6_21_S12-0184_2_BHIrif_-1_36_1","B5","6",21,"S12-0184","2","BHIrif","36",439758.4844,5.64321422719159
"B5_6_21_S12-0184_2_BHI_-6_36_1","B5","6",21,"S12-0184","2","BHI","36",2675610624,9.42742291172947
"B5_6_24_S12-0166_2_BHI_-6_24_1","B5","6",24,"S12-0166","2","BHI","24",11329295360,10.0542028992032
"B5_6_24_S12-0180_2_BHI_-6_24_1","B5","6",24,"S12-0180","2","BHI","24",9307166720,9.96881749353331
"B5_6_24_S12-0184_2_BHI_-6_24_1","B5","6",24,"S12-0184","2","BHI","24",3712092160,9.56961874989666
"B5_6_24_S12-0166_2_BHIrif_-5_36_1","B5","6",24,"S12-0166","2","BHIrif","36",503015040,8.70158097052582
"B5_6_24_S12-0184_2_BHIrif_-3_36_2","B5","6",24,"S12-0184","2","BHIrif","36",4181320,6.62131340575088
"B5_6_24_S12-0180_2_BHI_-6_36_1","B5","6",24,"S12-0180","2","BHI","36",8538073088,9.93135986815114
"B5_6_24_S12-0180_2_BHIrif_-1_36_2","B5","6",24,"S12-0180","2","BHIrif","36",20640,4.31470969295517
"B5_6_24_S12-0166_2_BHI_-6_36_1","B5","6",24,"S12-0166","2","BHI","36",10520059904,10.0220182128123
"B5_6_24_S12-0184_2_BHI_-6_36_1","B5","6",24,"S12-0184","2","BHI","36",4047521792,9.60718919568851
"B5_6_27_S12-0166_2_BHI_-6_24_1","B5","6",27,"S12-0166","2","BHI","24",3308636416,9.51964904543108
"B5_6_27_S12-0184_2_BHI_-6_24_1","B5","6",27,"S12-0184","2","BHI","24",7005418496,9.8454340846717
"B5_6_27_S12-0180_2_BHI_-6_24_1","B5","6",27,"S12-0180","2","BHI","24",2849398272,9.45475315659053
"B5_6_27_S12-0166_2_BHIrif_-4_36_1","B5","6",27,"S12-0166","2","BHIrif","36",175042056,8.24314240579714
"B5_6_27_S12-0184_2_BHIrif_-3_36_1","B5","6",27,"S12-0184","2","BHIrif","36",6848762.25,6.83561209024184
"B5_6_27_S12-0180_2_BHI_-6_36_1","B5","6",27,"S12-0180","2","BHI","36",3699622144,9.56815737024116
"B5_6_27_S12-0180_2_BHIrif_-1_36_2","B5","6",27,"S12-0180","2","BHIrif","36",20900,4.32014628611105
"B5_6_27_S12-0166_2_BHI_-6_36_1","B5","6",27,"S12-0166","2","BHI","36",3023786752,9.48055115994581
"B5_6_27_S12-0184_2_BHI_-6_36_2","B5","6",27,"S12-0184","2","BHI","36",7312973312,9.86409398851077
"B5_6_30_S12-0166_2_BHI_-6_24_1","B5","6",30,"S12-0166","2","BHI","24",3483037440,9.54195814281827
"B5_6_30_S12-0184_2_BHI_-6_24_1","B5","6",30,"S12-0184","2","BHI","24",1854118400,9.26813746380245
"B5_6_30_S12-0180_2_BHI_-6_24_1","B5","6",30,"S12-0180","2","BHI","24",4474859008,9.65077935629724
"B5_6_30_S12-0166_2_BHIrif_-3_36_1","B5","6",30,"S12-0166","2","BHIrif","36",104532692,8.01925213479929
"B5_6_30_S12-0166_2_BHI_-6_36_1","B5","6",30,"S12-0166","2","BHI","36",3436246784,9.53608434639341
"B5_6_30_S12-0184_2_BHIrif_-2_36_2","B5","6",30,"S12-0184","2","BHIrif","36",44909.00586,4.65233344129529
"B5_6_30_S12-0180_2_BHI_-6_36_1","B5","6",30,"S12-0180","2","BHI","36",4630624768,9.6656395903678
"B5_6_30_S12-0180_2_BHIrif_-1_36_2","B5","6",30,"S12-0180","2","BHIrif","36",7090.895752,3.85070110056789
"B5_6_30_S12-0184_2_BHI_-6_36_1","B5","6",30,"S12-0184","2","BHI","36",2809870592,9.44868631902449
"B6_6_0_S12-0116_4_BHIrif_-1_24_1","B6","6",0,"S12-0116","4","BHIrif","24",0,1.69897000433602
"B6_6_0_S12-0132_4_BHI_-1_24_1","B6","6",0,"S12-0132","4","BHI","24",800,2.90308998699194
"B6_6_0_S12-0132_4_BHIrif_-1_24_2","B6","6",0,"S12-0132","4","BHIrif","24",500,2.69897000433602
"B6_6_0_S12-0116_4_BHI_-1_24_1","B6","6",0,"S12-0116","4","BHI","24",600,2.77815125038364
"B6_6_0_S12-0141_4_BHIrif_-1_24_1","B6","6",0,"S12-0141","4","BHIrif","24",2800,3.44715803134222
"B6_6_0_S12-0141_4_BHI_-1_24_1","B6","6",0,"S12-0141","4","BHI","24",5000,3.69897000433602
"B6_6_1_S12-0116_4_BHIrif_-1_24_1","B6","6",1,"S12-0116","4","BHIrif","24",300,2.47712125471966
"B6_6_1_S12-0116_4_BHI_-1_24_1","B6","6",1,"S12-0116","4","BHI","24",5800,3.76342799356294
"B6_6_1_S12-0132_4_BHIrif_-1_24_1","B6","6",1,"S12-0132","4","BHIrif","24",100,2
"B6_6_1_S12-0132_4_BHI_-1_24_1","B6","6",1,"S12-0132","4","BHI","24",600,2.77815125038364
"B6_6_1_S12-0141_4_BHIrif_-1_24_1","B6","6",1,"S12-0141","4","BHIrif","24",3800,3.57978359661681
"B6_6_1_S12-0141_4_BHI_-3_24_1","B6","6",1,"S12-0141","4","BHI","24",363660,5.56069553439365
"B6_6_2_S12-0116_4_BHIrif_-1_24_1","B6","6",2,"S12-0116","4","BHIrif","24",0,1.74036268949424
"B6_6_2_S12-0132_4_BHIrif_-1_24_1","B6","6",2,"S12-0132","4","BHIrif","24",0,1.69897000433602
"B6_6_2_S12-0116_4_BHI_-1_24_1","B6","6",2,"S12-0116","4","BHI","24",3740,3.57287160220048
"B6_6_2_S12-0141_4_BHIrif_-1_24_1","B6","6",2,"S12-0141","4","BHIrif","24",500,2.69897000433602
"B6_6_2_S12-0132_4_BHI_-1_24_1","B6","6",2,"S12-0132","4","BHI","24",6400,3.80617997398389
"B6_6_2_S12-0141_4_BHI_-1_24_1","B6","6",2,"S12-0141","4","BHI","24",22600,4.3541084391474
"B6_6_3_S12-0116_4_BHIrif_-1_24_1","B6","6",3,"S12-0116","4","BHIrif","24",0,1.65321251377534
"B6_6_3_S12-0116_4_BHI_-1_24_1","B6","6",3,"S12-0116","4","BHI","24",3060,3.48572142648158
"B6_6_3_S12-0141_4_BHIrif_-1_24_1","B6","6",3,"S12-0141","4","BHIrif","24",0,1.69897000433602
"B6_6_3_S12-0132_4_BHI_-1_24_1","B6","6",3,"S12-0132","4","BHI","24",259316.7656,5.41383059610674
"B6_6_3_S12-0132_4_BHIrif_-1_24_2","B6","6",3,"S12-0132","4","BHIrif","24",0,1.69897000433602
"B6_6_3_S12-0141_4_BHI_-1_24_1","B6","6",3,"S12-0141","4","BHI","24",10200,4.00860017176192
"B6_6_4_S12-0116_4_BHIrif_-1_24_1","B6","6",4,"S12-0116","4","BHIrif","24",100,2
"B6_6_4_S12-0132_4_BHI_-3_24_1","B6","6",4,"S12-0132","4","BHI","24",2200,3.34242268082221
"B6_6_4_S12-0132_4_BHIrif_-1_24_2","B6","6",4,"S12-0132","4","BHIrif","24",100,2
"B6_6_4_S12-0116_4_BHI_-1_24_1","B6","6",4,"S12-0116","4","BHI","24",7000,3.84509804001426
"B6_6_4_S12-0141_4_BHI_-1_24_1","B6","6",4,"S12-0141","4","BHI","24",16600,4.22010808804005
"B6_6_4_S12-0141_4_BHIrif_-1_24_2","B6","6",4,"S12-0141","4","BHIrif","24",900,2.95424250943932
"B6_6_6_S12-0116_4_BHIrif_-1_24_1","B6","6",6,"S12-0116","4","BHIrif","24",200,2.30102999566398
"B6_6_6_S12-0132_4_BHIrif_-1_24_1","B6","6",6,"S12-0132","4","BHIrif","24",0,1.74036268949424
"B6_6_6_S12-0116_4_BHI_-3_24_1","B6","6",6,"S12-0116","4","BHI","24",374680,5.57366051155802
"B6_6_6_S12-0132_4_BHI_-1_24_1","B6","6",6,"S12-0132","4","BHI","24",36080,4.5572665288699
"B6_6_6_S12-0141_4_BHIrif_-1_24_1","B6","6",6,"S12-0141","4","BHIrif","24",13000,4.11394335230684
"B6_6_6_S12-0141_4_BHI_-3_24_1","B6","6",6,"S12-0141","4","BHI","24",1317360,6.11970447249322
"B6_6_9_S12-0116_4_BHIrif_-1_24_2","B6","6",9,"S12-0116","4","BHIrif","24",0,1.69897000433602
"B6_6_9_S12-0132_4_BHI_-4_24_1","B6","6",9,"S12-0132","4","BHI","24",19918600,7.29925881031049
"B6_6_9_S12-0132_4_BHIrif_-1_24_2","B6","6",9,"S12-0132","4","BHIrif","24",3520,3.54654266347813
"B6_6_9_S12-0116_4_BHI_-2_24_1","B6","6",9,"S12-0116","4","BHI","24",251460,5.40046891121749
"B6_6_9_S12-0141_4_BHIrif_-1_24_2","B6","6",9,"S12-0141","4","BHIrif","24",29900,4.47567118832443
"B6_6_9_S12-0141_4_BHI_-2_24_1","B6","6",9,"S12-0141","4","BHI","24",628094.0625,5.79802468795005
"B6_6_12_S12-0116_4_BHIrif_-3_24_1","B6","6",12,"S12-0116","4","BHIrif","24",42040,4.6236627073562
"B6_6_12_S12-0132_4_BHI_-3_24_1","B6","6",12,"S12-0132","4","BHI","24",3131980,6.4958189801045
"B6_6_12_S12-0132_4_BHIrif_-3_24_2","B6","6",12,"S12-0132","4","BHIrif","24",115610,5.06299540118647
"B6_6_12_S12-0116_4_BHI_-5_24_1","B6","6",12,"S12-0116","4","BHI","24",193452080,8.2865734036239
"B6_6_12_S12-0141_4_BHI_-3_24_1","B6","6",12,"S12-0141","4","BHI","24",16160514,7.20845516979337
"B6_6_12_S12-0141_4_BHIrif_-3_24_2","B6","6",12,"S12-0141","4","BHIrif","24",4139820,6.61698145834162
"B6_6_15_S12-0116_4_BHIrif_-2_24_1","B6","6",15,"S12-0116","4","BHIrif","24",74520,4.87227284622421
